name,set,number,type,rarity,image_url,international_prints
Hyper Potion,SSH,166,Item,,,SSH-166
Lucky Egg,SSH,167,Tool,,,SSH-167
Lum Berry,SSH,168,Tool,,,SSH-168
Marnie,SSH,169,Supporter,,,SSH-169
Metal Saucer,SSH,170,Item,,,SSH-170
Ordinary Rod,SSH,171,Item,,,SSH-171
Pal Pad,SSH,172,Item,,,SSH-172
Poké Kid,SSH,173,Supporter,,,SSH-173
Pokégear 3.0,SSH,174,Item,,,SSH-174
Pokémon Catcher,SSH,175,Item,,,SSH-175
Pokémon Center Lady,SSH,176,Supporter,,,SSH-176
Potion,SSH,177,Item,,,SSH-177
Professor's Research,SSH,178,Supporter,,,SSH-178
Quick Ball,SSH,179,Item,,,SSH-179
Rare Candy,SSH,180,Item,,,SSH-180
Rotom Bike,SSH,181,Item,,,SSH-181
Sitrus Berry,SSH,182,Tool,,,SSH-182
Switch,SSH,183,Item,,,SSH-183
Team Yell Grunt,SSH,184,Supporter,,,SSH-184
Vitality Band,SSH,185,Tool,,,SSH-185
Aurora Energy,SSH,186,Special Energy,,,SSH-186
Dhelmise V,SSH,187,G Basic,,,SSH-187
Torkoal V,SSH,188,R Basic,,,SSH-188
Lapras V,SSH,189,W Basic,,,SSH-189
Morpeko V,SSH,190,L Basic,,,SSH-190
Wobbuffet V,SSH,191,P Basic,,,SSH-191
Indeedee V,SSH,192,P Basic,,,SSH-192
Stonjourner V,SSH,193,F Basic,,,SSH-193
Sableye V,SSH,194,D Basic,,,SSH-194
Zacian V,SSH,195,M Basic,,,SSH-195
Zamazenta V,SSH,196,M Basic,,,SSH-196
Snorlax V,SSH,197,C Basic,,,SSH-197
Cramorant V,SSH,198,C Basic,,,SSH-198
Bede,SSH,199,Supporter,,,SSH-199
Marnie,SSH,200,Supporter,,,SSH-200
Professor's Research,SSH,201,Supporter,,,SSH-201
Team Yell Grunt,SSH,202,Supporter,,,SSH-202
Lapras VMAX,SSH,203,W VMAX,,,SSH-203
Morpeko VMAX,SSH,204,L VMAX,,,SSH-204
Stonjourner VMAX,SSH,205,F VMAX,,,SSH-205
Snorlax VMAX,SSH,206,C VMAX,,,SSH-206
Bede,SSH,207,Supporter,,,SSH-207
Marnie,SSH,208,Supporter,,,SSH-208
Professor's Research,SSH,209,Supporter,,,SSH-209
Team Yell Grunt,SSH,210,Supporter,,,SSH-210
Zacian V,SSH,211,M Basic,,,SSH-211
Zamazenta V,SSH,212,M Basic,,,SSH-212
Air Balloon,SSH,213,Tool,,,SSH-213
Metal Saucer,SSH,214,Item,,,SSH-214
Ordinary Rod,SSH,215,Item,,,SSH-215
Quick Ball,SSH,216,Item,,,SSH-216
Grass Energy,SSH,G,Basic Energy,,,SSH-G
Fire Energy,SSH,R,Basic Energy,,,SSH-R
Water Energy,SSH,W,Basic Energy,,,SSH-W
Lightning Energy,SSH,L,Basic Energy,,,SSH-L
Psychic Energy,SSH,P,Basic Energy,,,SSH-P
Fighting Energy,SSH,F,Basic Energy,,,SSH-F
Darkness Energy,SSH,D,Basic Energy,,,SSH-D
Metal Energy,SSH,M,Basic Energy,,,SSH-M
Grookey,SP,1,G Basic,,,SP-1
Scorbunny,SP,2,R Basic,,,SP-2
Sobble,SP,3,W Basic,,,SP-3
Meowth V,SP,4,C Basic,,,SP-4
Meowth VMAX,SP,5,C VMAX,,,SP-5
Rillaboom,SP,6,G Stage 2,,,SP-6
Frosmoth,SP,7,W Stage 1,,,SP-7
Galarian Perrserker,SP,8,M Stage 1,,,SP-8
Cinccino,SP,9,C Stage 1,,,SP-9
Gossifleur,SP,10,G Basic,,,SP-10
Wooloo,SP,11,C Basic,,,SP-11
Morpeko,SP,12,L Basic,,,SP-12
Galarian Ponyta,SP,13,P Basic,,,SP-13
Rillaboom V,SP,14,G Basic,,,SP-14
Cinderace V,SP,15,R Basic,,,SP-15
Inteleon V,SP,16,W Basic,,,SP-16
Toxtricity V,SP,17,L Basic,,,SP-17
Zacian V,SP,18,M Basic,,,SP-18
Zamazenta V,SP,19,M Basic,,,SP-19
Pikachu,SP,20,L Basic,,,SP-20
Polteageist V,SP,21,P Basic,,,SP-21
Flapple,SP,22,G Stage 1,,,SP-22
Luxray,SP,23,L Stage 2,,,SP-23
Coalossal,SP,24,F Stage 2,,,SP-24
Garbodor,SP,25,D Stage 1,,,SP-25
Mantine,SP,26,W Basic,,,SP-26
Noctowl,SP,27,C Stage 1,,,SP-27
Duraludon,SP,28,M Basic,,,SP-28
Rayquaza,SP,29,C Basic,,,SP-29
Copperajah V,SP,30,M Basic,,,SP-30
Morpeko,SP,31,L Basic,,,SP-31
Snorlax,SP,32,C Basic,,,SP-32
Zacian,SP,33,M Basic,,,SP-33
Zamazenta,SP,34,M Basic,,,SP-34
Decidueye,SP,35,G Stage 2,,,SP-35
Arctozolt,SP,36,L Stage 1,,,SP-36
Hydreigon,SP,37,D Stage 2,,,SP-37
Kangaskhan,SP,38,C Basic,,,SP-38
Pikachu,SP,39,L Basic,,,SP-39
Hatenna,SP,40,P Basic,,,SP-40
Flareon,SP,41,R Stage 1,,,SP-41
Eevee,SP,42,C Basic,,,SP-42
Galarian Sirfetch'd V,SP,43,F Basic,,,SP-43
Eternatus V,SP,44,D Basic,,,SP-44
Eternatus VMAX,SP,45,D VMAX,,,SP-45
Eldegoss,SP,46,G Stage 1,,,SP-46
Drednaw,SP,47,W Stage 1,,,SP-47
Centiskorch,SP,48,R Stage 1,,,SP-48
Dubwool V,SP,49,C Basic,,,SP-49
Charizard V,SP,50,R Basic,,,SP-50
Lapras,SP,51,W Basic,,,SP-51
Gengar,SP,52,P Stage 2,,,SP-52
Machamp,SP,53,F Stage 2,,,SP-53
Coalossal,SP,54,F Stage 2,,,SP-54
Hatterene V,SP,55,P Basic,,,SP-55
Morpeko V,SP,56,L Basic,,,SP-56
Grimmsnarl V,SP,57,D Basic,,,SP-57
Alcremie,SP,58,P Stage 1,,,SP-58
Galarian Obstagoon,SP,59,D Stage 2,,,SP-59
Duraludon,SP,60,M Basic,,,SP-60
Pikachu V,SP,61,L Basic,,,SP-61
Pikachu VMAX,SP,62,L VMAX,,,SP-62
Pikachu V,SP,63,L Basic,,,SP-63
Eternatus V,SP,64,D Basic,,,SP-64
Eevee V,SP,65,C Basic,,,SP-65
Charizard,SP,66,R Stage 2,,,SP-66
Donphan,SP,67,F Stage 1,,,SP-67
Snorlax,SP,68,C Basic,,,SP-68
Lugia,SP,69,C Basic,,,SP-69
Grookey,SP,70,G Basic,,,SP-70
Scorbunny,SP,71,R Basic,,,SP-71
Vaporeon,SP,72,W Stage 1,,,SP-72
Sobble,SP,73,W Basic,,,SP-73
Zacian V,SP,76,M Basic,,,SP-76
Zamazenta V,SP,77,M Basic,,,SP-77
Orbeetle V,SP,78,G Basic,,,SP-78
Galarian Mr. Rime,SP,79,W Stage 1,,,SP-79
Dedenne,SP,80,P Basic,,,SP-80
Polteageist,SP,81,P Stage 1,,,SP-81
Bunnelby,SP,82,C Basic,,,SP-82
Alakazam V,SP,83,P Basic,,,SP-83
Eldegoss V,SP,84,G Basic,,,SP-84
Boltund V,SP,85,L Basic,,,SP-85
Cramorant V,SP,86,C Basic,,,SP-86
Eevee VMAX,SP,87,C VMAX,,,SP-87
Cherrim,SP,88,G Stage 1,,,SP-88
Octillery,SP,89,W Stage 1,,,SP-89
Houndoom,SP,90,D Stage 1,,,SP-90
Bronzong,SP,91,M Stage 1,,,SP-91
Charmander,SP,92,R Basic,,,SP-92
Arrokuda,SP,93,W Basic,,,SP-93
Jolteon,SP,94,L Stage 1,,,SP-94
Eevee,SP,95,C Basic,,,SP-95
Dragapult V,SP,96,P Basic,,,SP-96
Dragapult VMAX,SP,97,P VMAX,,,SP-97
Crobat V,SP,98,D Basic,,,SP-98
Crobat VMAX,SP,99,D VMAX,,,SP-99
Venusaur V,SP,100,G Basic,,,SP-100
Blastoise V,SP,101,W Basic,,,SP-101
Venusaur VMAX,SP,102,G VMAX,,,SP-102
Blastoise VMAX,SP,103,W VMAX,,,SP-103
Victini V,SP,104,R Basic,,,SP-104
Gardevoir V,SP,105,P Basic,,,SP-105
Single Strike Urshifu V,SP,106,F Basic,,,SP-106
Rapid Strike Urshifu V,SP,107,F Basic,,,SP-107
Empoleon V,SP,108,W Basic,,,SP-108
Tyranitar V,SP,109,D Basic,,,SP-109
Crobat V,SP,110,D Basic,,,SP-110
Galarian Rapidash V,SP,111,P Basic,,,SP-111
Cinderace,SP,112,R Stage 2,,,SP-112
Inteleon,SP,113,W Stage 2,,,SP-113
Cresselia,SP,114,P Basic,,,SP-114
Passimian,SP,115,F Basic,,,SP-115
Morpeko,SP,116,L Basic,,,SP-116
Phanpy,SP,117,F Basic,,,SP-117
Eevee,SP,118,C Basic,,,SP-118
Snorlax,SP,119,C Basic,,,SP-119
Marnie,SP,120,Supporter,,,SP-120
Marnie,SP,121,Supporter,,,SP-121
Flaaffy,SP,122,L Stage 1,,,SP-122
Galarian Articuno,SP,123,P Basic,,,SP-123
Galarian Zapdos,SP,124,F Basic,,,SP-124
Galarian Moltres,SP,125,D Basic,,,SP-125
Galarian Slowpoke,SP,126,P Basic,,,SP-126
Eevee,SP,127,C Basic,,,SP-127
Eiscue,SP,128,W Basic,,,SP-128
Umbreon,SP,129,D Stage 1,,,SP-129
Ice Rider Calyrex V,SP,130,W Basic,,,SP-130
Shadow Rider Calyrex V,SP,131,P Basic,,,SP-131
Dragapult,SP,132,P Stage 2,,,SP-132
Lance's Charizard V,SP,133,R Basic,,,SP-133
Dark Sylveon V,SP,134,P Basic,,,SP-134
Zacian LV.X,SP,135,M Level Up,,,SP-135
Mimikyu,SP,136,W Basic,,,SP-136
Light Toxtricity,SP,137,L Stage 1,,,SP-137
Hydreigon C,SP,138,D Basic,,,SP-138
Pikachu V-UNION,SP,139,L V-UNION,,,SP-139
Pikachu V-UNION,SP,140,L V-UNION,,,SP-140
Pikachu V-UNION,SP,141,L V-UNION,,,SP-141
Pikachu V-UNION,SP,142,L V-UNION,,,SP-142
Pikachu V,SP,143,L Basic,,,SP-143
Greninja Star,SP,144,D Basic,,,SP-144
Pikachu V,SP,145,L Basic,,,SP-145
Poké Ball,SP,146,Item,,,SP-146
Rayquaza V,SP,147,N Basic,,,SP-147
Noivern V,SP,148,N Basic,,,SP-148
Flareon V,SP,149,R Basic,,,SP-149
Vaporeon V,SP,150,W Basic,,,SP-150
Jolteon V,SP,151,L Basic,,,SP-151
Professor's Research,SP,152,Supporter,,,SP-152
Pikachu,SP,153,L Basic,,,SP-153
Dragonite V,SP,154,N Basic,,,SP-154
Greninja V-UNION,SP,155,W V-UNION,,,SP-155
Greninja V-UNION,SP,156,W V-UNION,,,SP-156
Greninja V-UNION,SP,157,W V-UNION,,,SP-157
Greninja V-UNION,SP,158,W V-UNION,,,SP-158
Mewtwo V-UNION,SP,159,P V-UNION,,,SP-159
Mewtwo V-UNION,SP,160,P V-UNION,,,SP-160
Mewtwo V-UNION,SP,161,P V-UNION,,,SP-161
Mewtwo V-UNION,SP,162,P V-UNION,,,SP-162
Zacian V-UNION,SP,163,M V-UNION,,,SP-163
Zacian V-UNION,SP,164,M V-UNION,,,SP-164
Zacian V-UNION,SP,165,M V-UNION,,,SP-165
Zacian V-UNION,SP,166,M V-UNION,,,SP-166
Professor Burnet,SP,167,Supporter,,,SP-167
Oricorio,SP,168,R Basic,,,SP-168
Pyukumuku,SP,169,W Basic,,,SP-169
Deoxys,SP,170,P Basic,,,SP-170
Latias,SP,171,N Basic,,,SP-171
Tepig,SP,172,R Basic,,,SP-172
Blitzle,SP,173,L Basic,,,SP-173
Espeon,SP,174,P Stage 1,,,SP-174
Eevee,SP,175,C Basic,,,SP-175
Hoopa V,SP,176,D Basic,,,SP-176
Professor's Research,SP,178,Supporter,,,SP-178
Flareon V,SP,179,R Basic,,,SP-179
Flareon VMAX,SP,180,R VMAX,,,SP-180
Vaporeon V,SP,181,W Basic,,,SP-181
Vaporeon VMAX,SP,182,W VMAX,,,SP-182
Jolteon V,SP,183,L Basic,,,SP-183
Jolteon VMAX,SP,184,L VMAX,,,SP-184
Moltres,SP,185,R Basic,,,SP-185
Lucario,SP,186,F Stage 1,,,SP-186
Liepard,SP,187,D Stage 1,,,SP-187
Bibarel,SP,188,C Stage 1,,,SP-188
Flapple,SP,189,N Stage 1,,,SP-189
Eevee,SP,190,C Basic,,,SP-190
Leafeon,SP,191,G Stage 1,,,SP-191
Glaceon,SP,192,W Stage 1,,,SP-192
Leafeon V,SP,194,G Basic,,,SP-194
Leafeon VSTAR,SP,195,G VSTAR,,,SP-195
Glaceon V,SP,196,W Basic,,,SP-196
Glaceon VSTAR,SP,197,W VSTAR,,,SP-197
Pikachu V,SP,198,L Basic,,,SP-198
Lycanroc V,SP,199,F Basic,,,SP-199
Corviknight V,SP,200,M Basic,,,SP-200
Espeon V,SP,201,P Basic,,,SP-201
Sylveon V,SP,202,P Basic,,,SP-202
Umbreon V,SP,203,D Basic,,,SP-203
Arceus V,SP,204,C Basic,,,SP-204
Hisuian Basculegion,SP,205,W Stage 1,,,SP-205
Wyrdeer,SP,206,P Stage 1,,,SP-206
Hisuian Samurott,SP,207,D Stage 2,,,SP-207
Magnezone,SP,208,M Stage 2,,,SP-208
Toxel,SP,209,L Basic,,,SP-209
Oricorio,SP,210,P Basic,,,SP-210
Sylveon,SP,211,P Stage 1,,,SP-211
Eevee,SP,212,C Basic,,,SP-212
Lucario V,SP,213,F Basic,,,SP-213
Lucario VSTAR,SP,214,F VSTAR,,,SP-214
Morpeko V-UNION,SP,215,L V-UNION,,,SP-215
Morpeko V-UNION,SP,216,L V-UNION,,,SP-216
Morpeko V-UNION,SP,217,L V-UNION,,,SP-217
Morpeko V-UNION,SP,218,L V-UNION,,,SP-218
Boltund V,SP,219,L Basic,,,SP-219
Rowlet,SP,220,G Basic,,,SP-220
Cyndaquil,SP,221,R Basic,,,SP-221
Oshawott,SP,222,W Basic,,,SP-222
Mewtwo V,SP,223,P Basic,,,SP-223
Melmetal V,SP,224,M Basic,,,SP-224
Alolan Exeggutor V,SP,225,G Basic,,,SP-225
Spark,SP,226,Supporter,,,SP-226
Blanche,SP,227,Supporter,,,SP-227
Candela,SP,228,Supporter,,,SP-228
Mewtwo V,SP,229,P Basic,,,SP-229
Radiant Eevee,SP,230,C Basic,,,SP-230
Bulbasaur,SP,231,G Basic,,,SP-231
Charmander,SP,232,R Basic,,,SP-232
Squirtle,SP,233,W Basic,,,SP-233
Pikachu,SP,234,L Basic,,,SP-234
Dragonite V,SP,235,N Basic,,,SP-235
Dragonite VSTAR,SP,236,N VSTAR,,,SP-236
Hisuian Typhlosion V,SP,237,P Basic,,,SP-237
Hisuian Decidueye V,SP,238,F Basic,,,SP-238
Hisuian Samurott V,SP,239,D Basic,,,SP-239
Finneon,SP,240,W Basic,,,SP-240
Gengar,SP,241,P Stage 2,,,SP-241
Comfey,SP,242,P Basic,,,SP-242
Machamp,SP,243,F Stage 2,,,SP-243
Scorbunny,SP,244,R Basic,,,SP-244
Croagunk,SP,245,D Basic,,,SP-245
Weavile,SP,246,D Stage 1,,,SP-246
Regigigas,SP,247,C Basic,,,SP-247
Kleavor V,SP,248,F Basic,,,SP-248
Kleavor VSTAR,SP,249,F VSTAR,,,SP-249
Lumineon V,SP,250,W Basic,,,SP-250
Boss's Orders,SP,251,Supporter,,,SP-251
Infernape V,SP,252,R Basic,,,SP-252
Origin Forme Palkia V,SP,253,W Basic,,,SP-253
Origin Forme Palkia VSTAR,SP,254,W VSTAR,,,SP-254
Origin Forme Dialga V,SP,255,M Basic,,,SP-255
Origin Forme Dialga VSTAR,SP,256,M VSTAR,,,SP-256
Rotom V,SP,257,L Basic,,,SP-257
Gallade V,SP,258,F Basic,,,SP-258
Giratina V,SP,259,N Basic,,,SP-259
Charizard V,SP,260,R Basic,,,SP-260
Charizard VMAX,SP,261,R VMAX,,,SP-261
Charizard VSTAR,SP,262,R VSTAR,,,SP-262
Zeraora V,SP,263,L Basic,,,SP-263
Zeraora VMAX,SP,264,L VMAX,,,SP-264
Zeraora VSTAR,SP,265,L VSTAR,,,SP-265
Deoxys V,SP,266,P Basic,,,SP-266
Deoxys VMAX,SP,267,P VMAX,,,SP-267
Deoxys VSTAR,SP,268,P VSTAR,,,SP-268
Sunflora,SP,269,G Stage 1,,,SP-269
Rapidash,SP,270,R Stage 1,,,SP-270
Kirlia,SP,271,P Stage 1,,,SP-271
Archeops,SP,272,C Stage 2,,,SP-272
Hisuian Basculin,SP,273,W Basic,,,SP-273
Cranidos,SP,274,F Stage 1,,,SP-274
Manaphy,SP,275,W Basic,,,SP-275
Togetic,SP,276,P Stage 1,,,SP-276
Rillaboom,SP,277,G Stage 2,,,SP-277
Cinderace,SP,278,R Stage 2,,,SP-278
Inteleon,SP,279,W Stage 2,,,SP-279
Regieleki V,SP,280,L Basic,,,SP-280
Regidrago V,SP,281,N Basic,,,SP-281
Galarian Articuno,SP,282,P Basic,,,SP-282
Galarian Zapdos,SP,283,F Basic,,,SP-283
Galarian Moltres,SP,284,D Basic,,,SP-284
Pikachu V,SP,285,L Basic,,,SP-285
Pikachu VMAX,SP,286,L VMAX,,,SP-286
Lucario VSTAR,SP,291,F VSTAR,,,SP-291
Hisuian Electrode V,SP,294,G Basic,,,SP-294
Virizion V,SP,295,G Basic,,,SP-295
Champions Festival,SP,296,Stadium,,,SP-296
Hisuian Zoroark V,SP,297,C Basic,,,SP-297
Hisuian Zoroark VSTAR,SP,298,C VSTAR,,,SP-298
Lugia V,SP,301,C Basic,,,SP-301
Klara,SP,302,Supporter,,,SP-302
Arceus V,SP,306,C Basic,,,SP-306
Arceus VSTAR,SP,307,C VSTAR,,,SP-307
Venusaur & Snivy-GX,CEC,1,G Basic,,,CEC-1
Oddish,CEC,2,G Basic,,,CEC-2
Gloom,CEC,3,G Stage 1,,,CEC-3
Vileplume-GX,CEC,4,G Stage 2,,,CEC-4
Tangela,CEC,5,G Basic,,,CEC-5
Tangrowth,CEC,6,G Stage 1,,,CEC-6
Sunkern,CEC,7,G Basic,,,CEC-7
Sunflora,CEC,8,G Stage 1,,,CEC-8
Heracross,CEC,9,G Basic,,,CEC-9
Lileep,CEC,10,G Stage 1,,,CEC-10
Cradily,CEC,11,G Stage 2,,,CEC-11
Tropius,CEC,12,G Basic,,,CEC-12
Kricketot,CEC,13,G Basic,,,CEC-13
Kricketune,CEC,14,G Stage 1,,,CEC-14
Deerling,CEC,15,G Basic,,,CEC-15
Sawsbuck,CEC,16,G Stage 1,,,CEC-16
Rowlet,CEC,17,G Basic,,,CEC-17
Rowlet,CEC,18,G Basic,,,CEC-18
Dartrix,CEC,19,G Stage 1,,,CEC-19
Decidueye,CEC,20,G Stage 2,,,CEC-20
Buzzwole,CEC,21,G Basic,,,CEC-21
Charizard & Braixen-GX,CEC,22,R Basic,,,CEC-22
Ponyta,CEC,23,R Basic,,,CEC-23
Rapidash,CEC,24,R Stage 1,,,CEC-24
Flareon,CEC,25,R Stage 1,,,CEC-25
Slugma,CEC,26,R Basic,,,CEC-26
Magcargo,CEC,27,R Stage 1,,,CEC-27
Entei,CEC,28,R Basic,,,CEC-28
Torkoal,CEC,29,R Basic,,,CEC-29
Victini,CEC,30,R Basic,,,CEC-30
Tepig,CEC,31,R Basic,,,CEC-31
Pignite,CEC,32,R Stage 1,,,CEC-32
Emboar,CEC,33,R Stage 2,,,CEC-33
Larvesta,CEC,34,R Basic,,,CEC-34
Volcarona-GX,CEC,35,R Stage 1,,,CEC-35
Litleo,CEC,36,R Basic,,,CEC-36
Pyroar,CEC,37,R Stage 1,,,CEC-37
Blastoise & Piplup-GX,CEC,38,W Basic,,,CEC-38
Alolan Vulpix,CEC,39,W Basic,,,CEC-39
Psyduck,CEC,40,W Basic,,,CEC-40
Golduck,CEC,41,W Stage 1,,,CEC-41
Vaporeon,CEC,42,W Stage 1,,,CEC-42
Sneasel,CEC,43,W Basic,,,CEC-43
Weavile,CEC,44,W Stage 1,,,CEC-44
Wailmer,CEC,45,W Basic,,,CEC-45
Wailord,CEC,46,W Stage 1,,,CEC-46
Snorunt,CEC,47,W Basic,,,CEC-47
Glalie,CEC,48,W Stage 1,,,CEC-48
Spheal,CEC,49,W Basic,,,CEC-49
Spheal,CEC,50,W Basic,,,CEC-50
Sealeo,CEC,51,W Stage 1,,,CEC-51
Walrein,CEC,52,W Stage 2,,,CEC-52
Kyogre,CEC,53,W Basic,,,CEC-53
Piplup,CEC,54,W Basic,,,CEC-54
Prinplup,CEC,55,W Stage 1,,,CEC-55
Empoleon,CEC,56,W Stage 2,,,CEC-56
Phione,CEC,57,W Basic,,,CEC-57
Tympole,CEC,58,W Basic,,,CEC-58
Ducklett,CEC,59,W Basic,,,CEC-59
Swanna,CEC,60,W Stage 1,,,CEC-60
Black Kyurem,CEC,61,W Basic,,,CEC-61
Wishiwashi,CEC,62,W Basic,,,CEC-62
Wishiwashi-GX,CEC,63,W Basic,,,CEC-63
Dewpider,CEC,64,W Basic,,,CEC-64
Araquanid,CEC,65,W Stage 1,,,CEC-65
Pikachu,CEC,66,L Basic,,,CEC-66
Raichu,CEC,67,L Stage 1,,,CEC-67
Magnemite,CEC,68,L Basic,,,CEC-68
Magneton,CEC,69,L Stage 1,,,CEC-69
Jolteon,CEC,70,L Stage 1,,,CEC-70
Chinchou,CEC,71,L Basic,,,CEC-71
Lanturn,CEC,72,L Stage 1,,,CEC-72
Togedemaru,CEC,73,L Basic,,,CEC-73
Togedemaru,CEC,74,L Basic,,,CEC-74
Solgaleo & Lunala-GX,CEC,75,P Basic,,,CEC-75
Koffing,CEC,76,P Basic,,,CEC-76
Weezing,CEC,77,P Stage 1,,,CEC-77
Natu,CEC,78,P Basic,,,CEC-78
Xatu,CEC,79,P Stage 1,,,CEC-79
Ralts,CEC,80,P Basic,,,CEC-80
Kirlia,CEC,81,P Stage 1,,,CEC-81
Gallade,CEC,82,P Stage 2,,,CEC-82
Duskull,CEC,83,P Basic,,,CEC-83
Dusclops,CEC,84,P Stage 1,,,CEC-84
Dusknoir,CEC,85,P Stage 2,,,CEC-85
Rotom,CEC,86,P Basic,,,CEC-86
Woobat,CEC,87,P Basic,,,CEC-87
Swoobat,CEC,88,P Stage 1,,,CEC-88
Golett,CEC,89,P Basic,,,CEC-89
Golurk,CEC,90,P Stage 1,,,CEC-90
Skrelp,CEC,91,P Basic,,,CEC-91
Dragalge,CEC,92,P Stage 1,,,CEC-92
Phantump,CEC,93,P Basic,,,CEC-93
Trevenant,CEC,94,P Stage 1,,,CEC-94
Oricorio-GX,CEC,95,P Basic,,,CEC-95
Mimikyu,CEC,96,P Basic,,,CEC-96
Mimikyu,CEC,97,P Basic,,,CEC-97
Dhelmise,CEC,98,P Basic,,,CEC-98
Cosmog,CEC,99,P Basic,,,CEC-99
Cosmog,CEC,100,P Basic,,,CEC-100
Cosmoem,CEC,101,P Stage 1,,,CEC-101
Lunala,CEC,102,P Stage 2,,,CEC-102
Marshadow,CEC,103,P Basic,,,CEC-103
Blacephalon,CEC,104,P Basic,,,CEC-104
Onix,CEC,105,F Basic,,,CEC-105
Nosepass,CEC,106,F Basic,,,CEC-106
Trapinch,CEC,107,F Basic,,,CEC-107
Trapinch,CEC,108,F Basic,,,CEC-108
Vibrava,CEC,109,F Stage 1,,,CEC-109
Flygon-GX,CEC,110,F Stage 2,,,CEC-110
Anorith,CEC,111,F Stage 1,,,CEC-111
Armaldo,CEC,112,F Stage 2,,,CEC-112
Groudon,CEC,113,F Basic,,,CEC-113
Drilbur,CEC,114,F Basic,,,CEC-114
Excadrill,CEC,115,F Stage 1,,,CEC-115
Palpitoad,CEC,116,F Stage 1,,,CEC-116
Seismitoad,CEC,117,F Stage 2,,,CEC-117
Throh,CEC,118,F Basic,,,CEC-118
Pancham,CEC,119,F Basic,,,CEC-119
Pangoro,CEC,120,F Stage 1,,,CEC-120
Crabrawler,CEC,121,F Basic,,,CEC-121
Crabominable,CEC,122,F Stage 1,,,CEC-122
Rockruff,CEC,123,F Basic,,,CEC-123
Lycanroc,CEC,124,F Stage 1,,,CEC-124
Passimian,CEC,125,F Basic,,,CEC-125
Sandygast,CEC,126,F Basic,,,CEC-126
Palossand,CEC,127,F Stage 1,,,CEC-127
Alolan Meowth,CEC,128,D Basic,,,CEC-128
Alolan Persian-GX,CEC,129,D Stage 1,,,CEC-129
Alolan Grimer,CEC,130,D Basic,,,CEC-130
Alolan Muk,CEC,131,D Stage 1,,,CEC-131
Carvanha,CEC,132,D Basic,,,CEC-132
Absol,CEC,133,D Basic,,,CEC-133
Pawniard,CEC,134,D Basic,,,CEC-134
Bisharp,CEC,135,D Stage 1,,,CEC-135
Guzzlord,CEC,136,D Basic,,,CEC-136
Alolan Sandshrew,CEC,137,M Basic,,,CEC-137
Alolan Sandslash,CEC,138,M Stage 1,,,CEC-138
Steelix,CEC,139,M Stage 1,,,CEC-139
Mawile,CEC,140,M Basic,,,CEC-140
Probopass,CEC,141,M Stage 1,,,CEC-141
Solgaleo,CEC,142,M Stage 2,,,CEC-142
Togepi & Cleffa & Igglybuff-GX,CEC,143,Y Basic,,,CEC-143
Togepi & Cleffa & Igglybuff-GX,CEC,143a,Y Basic,,,CEC-143a
Clefairy,CEC,144,Y Basic,,,CEC-144
Alolan Ninetales,CEC,145,Y Stage 1,,,CEC-145
Azurill,CEC,146,Y Basic,,,CEC-146
Cottonee,CEC,147,Y Basic,,,CEC-147
Whimsicott,CEC,148,Y Stage 1,,,CEC-148
Flabébé,CEC,149,Y Basic,,,CEC-149
Flabébé,CEC,150,Y Basic,,,CEC-150
Floette,CEC,151,Y Stage 1,,,CEC-151
Florges,CEC,152,Y Stage 2,,,CEC-152
Swirlix,CEC,153,Y Basic,,,CEC-153
Slurpuff,CEC,154,Y Stage 1,,,CEC-154
Sylveon,CEC,155,Y Stage 1,,,CEC-155
Arceus & Dialga & Palkia-GX,CEC,156,N Basic,,,CEC-156
Reshiram & Zekrom-GX,CEC,157,N Basic,,,CEC-157
Naganadel & Guzzlord-GX,CEC,158,N Basic,,,CEC-158
Drampa,CEC,159,N Basic,,,CEC-159
Jangmo-o,CEC,160,N Basic,,,CEC-160
Jangmo-o,CEC,161,N Basic,,,CEC-161
Hakamo-o,CEC,162,N Stage 1,,,CEC-162
Kommo-o,CEC,163,N Stage 2,,,CEC-163
Ultra Necrozma,CEC,164,N Basic,,,CEC-164
Mega Lopunny & Jigglypuff-GX,CEC,165,C Basic,,,CEC-165
Eevee,CEC,166,C Basic,,,CEC-166
Eevee,CEC,167,C Basic,,,CEC-167
Igglybuff,CEC,168,C Basic,,,CEC-168
Aipom,CEC,169,C Basic,,,CEC-169
Ambipom,CEC,170,C Stage 1,,,CEC-170
Teddiursa,CEC,171,C Basic,,,CEC-171
Ursaring,CEC,172,C Stage 1,,,CEC-172
Zangoose,CEC,173,C Basic,,,CEC-173
Lillipup,CEC,174,C Basic,,,CEC-174
Herdier,CEC,175,C Stage 1,,,CEC-175
Stoutland,CEC,176,C Stage 2,,,CEC-176
Rufflet,CEC,177,C Basic,,,CEC-177
Braviary,CEC,178,C Stage 1,,,CEC-178
Helioptile,CEC,179,C Basic,,,CEC-179
Heliolisk,CEC,180,C Stage 1,,,CEC-180
Stufful,CEC,181,C Basic,,,CEC-181
Bewear,CEC,182,C Stage 1,,,CEC-182
Type: Null,CEC,183,C Basic,,,CEC-183
Silvally-GX,CEC,184,C Stage 1,,,CEC-184
Beastite,CEC,185,Tool,,,CEC-185
Bellelba & Brycen-Man,CEC,186,Supporter,,,CEC-186
Chaotic Swell,CEC,187,Stadium,,,CEC-187
Clay,CEC,188,Supporter,,,CEC-188
Cynthia & Caitlin,CEC,189,Supporter,,,CEC-189
