name,set,number,type,rarity,image_url,international_prints
Entei V,CRZ,GG36,R Basic,,,
Simisear VSTAR,CRZ,GG37,R VSTAR,,,
Suicune V,CRZ,GG38,W Basic,,,
Lumineon V,CRZ,GG39,W Basic,,,
Glaceon VSTAR,CRZ,GG40,W VSTAR,,,
Raikou V,CRZ,GG41,L Basic,,,
Zeraora VMAX,CRZ,GG42,L VMAX,,,
Zeraora VSTAR,CRZ,GG43,L VSTAR,,,
Mewtwo VSTAR,CRZ,GG44,P VSTAR,,,
Deoxys VMAX,CRZ,GG45,P VMAX,,,
Deoxys VSTAR,CRZ,GG46,P VSTAR,,,
Hatterene VMAX,CRZ,GG47,P VMAX,,,
Zacian V,CRZ,GG48,P Basic,,,
Drapion V,CRZ,GG49,D Basic,,,
Darkrai VSTAR,CRZ,GG50,D VSTAR,,,
Hisuian Samurott V,CRZ,GG51,D Basic,,,
Hisuian Samurott VSTAR,CRZ,GG52,D VSTAR,,,
Hoopa V,CRZ,GG53,D Basic,,,
Zamazenta V,CRZ,GG54,M Basic,,,
Regigigas VSTAR,CRZ,GG55,C VSTAR,,,
Hisuian Zoroark VSTAR,CRZ,GG56,C VSTAR,,,
Adaman,CRZ,GG57,Supporter,,,
Cheren's Care,CRZ,GG58,Supporter,,,
Colress's Experiment,CRZ,GG59,Supporter,,,
Cynthia's Ambition,CRZ,GG60,Supporter,,,
Gardenia's Vigor,CRZ,GG61,Supporter,,,
Grant,CRZ,GG62,Supporter,,,
Irida,CRZ,GG63,Supporter,,,
Melony,CRZ,GG64,Supporter,,,
Raihan,CRZ,GG65,Supporter,,,
Roxanne,CRZ,GG66,Supporter,,,
Origin Forme Palkia VSTAR,CRZ,GG67,W VSTAR,,,
Origin Forme Dialga VSTAR,CRZ,GG68,M VSTAR,,,
Giratina VSTAR,CRZ,GG69,N VSTAR,,,
Arceus VSTAR,CRZ,GG70,C VSTAR,,,
Venonat,SIT,1,G Basic,,,
Venomoth,SIT,2,G Stage 1,,,
Spinarak,SIT,3,G Basic,,,
Ariados,SIT,4,G Stage 1,,,
Sunkern,SIT,5,G Basic,,,
Sunflora,SIT,6,G Stage 1,,,
Serperior V,SIT,7,G Basic,,,
Serperior VSTAR,SIT,8,G VSTAR,,,
Petilil,SIT,9,G Basic,,,
Hisuian Lilligant,SIT,10,G Stage 1,,,
Foongus,SIT,11,G Basic,,,
Amoonguss,SIT,12,G Stage 1,,,
Durant,SIT,13,G Basic,,,
Virizion,SIT,14,G Basic,,,
Chesnaught V,SIT,15,G Basic,,,
Radiant Tsareena,SIT,16,G Basic,,,
Vulpix,SIT,17,R Basic,,,
Ninetales,SIT,18,R Stage 1,,,
Growlithe,SIT,19,R Basic,,,
Arcanine,SIT,20,R Stage 1,,,
Ponyta,SIT,21,R Basic,,,
Rapidash,SIT,22,R Stage 1,,,
Victini,SIT,23,R Basic,,,
Reshiram V,SIT,24,R Basic,,,
Fennekin,SIT,25,R Basic,,,
Braixen,SIT,26,R Stage 1,,,
Delphox,SIT,27,R Stage 2,,,
Fletchinder,SIT,28,R Stage 1,,,
Talonflame,SIT,29,R Stage 2,,,
Litten,SIT,30,R Basic,,,
Torracat,SIT,31,R Stage 1,,,
Incineroar,SIT,32,R Stage 2,,,
Alolan Vulpix V,SIT,33,W Basic,,,
Alolan Vulpix VSTAR,SIT,34,W VSTAR,,,
Omastar V,SIT,35,W Basic,,,
Articuno,SIT,36,W Basic,,,
Wailmer,SIT,37,W Basic,,,
Wailord,SIT,38,W Stage 1,,,
Feebas,SIT,39,W Basic,,,
Milotic,SIT,40,W Stage 1,,,
Snorunt,SIT,41,W Basic,,,
Glalie,SIT,42,W Stage 1,,,
Froslass,SIT,43,W Stage 1,,,
Relicanth,SIT,44,W Basic,,,
Phione,SIT,45,W Basic,,,
Keldeo,SIT,46,W Basic,,,
Dewpider,SIT,47,W Basic,,,
Araquanid,SIT,48,W Stage 1,,,
Pikachu,SIT,49,L Basic,,,
Raichu,SIT,50,L Stage 1,,,
Chinchou,SIT,51,L Basic,,,
Lanturn,SIT,52,L Stage 1,,,
Rotom,SIT,53,L Basic,,,
Emolga,SIT,54,L Basic,,,
Stunfisk,SIT,55,L Basic,,,
Zeraora,SIT,56,L Basic,,,
Regieleki V,SIT,57,L Basic,,,
Regieleki VMAX,SIT,58,L VMAX,,,
Radiant Alakazam,SIT,59,P Basic,,,
Drowzee,SIT,60,P Basic,,,
Hypno,SIT,61,P Stage 1,,,
Jynx,SIT,62,P Basic,,,
Misdreavus,SIT,63,P Basic,,,
Mismagius,SIT,64,P Stage 1,,,
Unown V,SIT,65,P Basic,,,
Unown VSTAR,SIT,66,P VSTAR,,,
Ralts,SIT,67,P Basic,,,
Kirlia,SIT,68,P Stage 1,,,
Gardevoir,SIT,69,P Stage 2,,,
Mawile V,SIT,70,P Basic,,,
Mawile VSTAR,SIT,71,P VSTAR,,,
Meditite,SIT,72,P Basic,,,
Medicham,SIT,73,P Stage 1,,,
Chimecho,SIT,74,P Basic,,,
Sigilyph,SIT,75,P Basic,,,
Solosis,SIT,76,P Basic,,,
Duosion,SIT,77,P Stage 1,,,
Reuniclus,SIT,78,P Stage 2,,,
Elgyem,SIT,79,P Basic,,,
Beheeyem,SIT,80,P Stage 1,,,
Espurr,SIT,81,P Basic,,,
Meowstic,SIT,82,P Stage 1,,,
Swirlix,SIT,83,P Basic,,,
Slurpuff,SIT,84,P Stage 1,,,
Dedenne,SIT,85,P Basic,,,
Indeedee,SIT,86,P Basic,,,
Dreepy,SIT,87,P Basic,,,
Drakloak,SIT,88,P Stage 1,,,
Dragapult,SIT,89,P Stage 2,,,
Hisuian Arcanine V,SIT,90,F Basic,,,
Phanpy,SIT,91,F Basic,,,
Donphan,SIT,92,F Stage 1,,,
Baltoy,SIT,93,F Basic,,,
Claydol,SIT,94,F Stage 1,,,
Anorith,SIT,95,F Stage 1,,,
Armaldo,SIT,96,F Stage 2,,,
Terrakion,SIT,97,F Basic,,,
Hawlucha,SIT,98,F Basic,,,
Sandygast,SIT,99,F Basic,,,
Palossand,SIT,100,F Stage 1,,,
Stonjourner,SIT,101,F Basic,,,
Ursaluna V,SIT,102,F Basic,,,
Zubat,SIT,103,D Basic,,,
Golbat,SIT,104,D Stage 1,,,
Crobat,SIT,105,D Stage 2,,,
Murkrow,SIT,106,D Basic,,,
Honchkrow,SIT,107,D Stage 1,,,
Skuntank V,SIT,108,D Basic,,,
Croagunk,SIT,109,D Basic,,,
Toxicroak,SIT,110,D Stage 1,,,
Sandile,SIT,111,D Basic,,,
Krokorok,SIT,112,D Stage 1,,,
Krookodile,SIT,113,D Stage 2,,,
Mareanie,SIT,114,D Basic,,,
Toxapex,SIT,115,D Stage 1,,,
Morpeko,SIT,116,D Basic,,,
Beldum,SIT,117,M Basic,,,
Metang,SIT,118,M Stage 1,,,
Metagross,SIT,119,M Stage 2,,,
Radiant Jirachi,SIT,120,M Basic,,,
Ferroseed,SIT,121,M Basic,,,
Ferrothorn,SIT,122,M Stage 1,,,
Klink,SIT,123,M Basic,,,
Klang,SIT,124,M Stage 1,,,
Klinklang,SIT,125,M Stage 2,,,
Cobalion,SIT,126,M Basic,,,
Togedemaru,SIT,127,M Basic,,,
Magearna V,SIT,128,M Basic,,,
Dratini,SIT,129,N Basic,,,
Dragonair,SIT,130,N Stage 1,,,
Dragonite,SIT,131,N Stage 2,,,
Noibat,SIT,132,N Basic,,,
Noivern,SIT,133,N Stage 1,,,
Zygarde,SIT,134,N Basic,,,
Regidrago V,SIT,135,N Basic,,,
Regidrago VSTAR,SIT,136,N VSTAR,,,
Smeargle,SIT,137,C Basic,,,
Lugia V,SIT,138,C Basic,,,
Lugia VSTAR,SIT,139,C VSTAR,,,
Ho-Oh V,SIT,140,C Basic,,,
Spinda,SIT,141,C Basic,,,
Swablu,SIT,142,C Basic,,,
Altaria,SIT,143,C Stage 1,,,
Buneary,SIT,144,C Basic,,,
Lopunny,SIT,145,C Stage 1,,,
Archen,SIT,146,C Stage 1,,,
Archeops,SIT,147,C Stage 2,,,
Rufflet,SIT,148,C Basic,,,
Hisuian Braviary,SIT,149,C Stage 1,,,
Fletchling,SIT,150,C Basic,,,
Brandon,SIT,151,Supporter,,,
Candice,SIT,152,Supporter,,,
Capturing Aroma,SIT,153,Item,,,
Earthen Seal Stone,SIT,154,Tool,,,
Emergency Jelly,SIT,155,Tool,,,
Forest Seal Stone,SIT,156,Tool,,,
Furisode Girl,SIT,157,Supporter,,,
Gym Trainer,SIT,158,Supporter,,,
Lance,SIT,159,Supporter,,,
Leafy Camo Poncho,SIT,160,Tool,,,
Primordial Altar,SIT,161,Stadium,,,
Professor Laventon,SIT,162,Supporter,,,
Quad Stone,SIT,163,Item,,,
Serena,SIT,164,Supporter,,,
Unidentified Fossil,SIT,165,Item,,,
Wallace,SIT,166,Supporter,,,
Worker,SIT,167,Supporter,,,
Regenerative Energy,SIT,168,Special Energy,,,
V Guard Energy,SIT,169,Special Energy,,,
Serperior V,SIT,170,G Basic,,,
Chesnaught V,SIT,171,G Basic,,,
Reshiram V,SIT,172,R Basic,,,
Alolan Vulpix V,SIT,173,W Basic,,,
Omastar V,SIT,174,W Basic,,,
Regieleki V,SIT,175,L Basic,,,
Unown V,SIT,176,P Basic,,,
Unown V,SIT,177,P Basic,,,
Mawile V,SIT,178,P Basic,,,
Hisuian Arcanine V,SIT,179,F Basic,,,
Skuntank V,SIT,180,D Basic,,,
Skuntank V,SIT,181,D Basic,,,
Magearna V,SIT,182,M Basic,,,
Regidrago V,SIT,183,N Basic,,,
Regidrago V,SIT,184,N Basic,,,
Lugia V,SIT,185,C Basic,,,
Lugia V,SIT,186,C Basic,,,
Ho-Oh V,SIT,187,C Basic,,,
Brandon,SIT,188,Supporter,,,
Candice,SIT,189,Supporter,,,
Furisode Girl,SIT,190,Supporter,,,
Gym Trainer,SIT,191,Supporter,,,
Lance,SIT,192,Supporter,,,
Serena,SIT,193,Supporter,,,
Wallace,SIT,194,Supporter,,,
Worker,SIT,195,Supporter,,,
Serperior VSTAR,SIT,196,G VSTAR,,,
Alolan Vulpix VSTAR,SIT,197,W VSTAR,,,
Regieleki VMAX,SIT,198,L VMAX,,,
Unown VSTAR,SIT,199,P VSTAR,,,
Mawile VSTAR,SIT,200,P VSTAR,,,
Regidrago VSTAR,SIT,201,N VSTAR,,,
Lugia VSTAR,SIT,202,C VSTAR,,,
Brandon,SIT,203,Supporter,,,
Candice,SIT,204,Supporter,,,
Furisode Girl,SIT,205,Supporter,,,
Lance,SIT,206,Supporter,,,
Serena,SIT,207,Supporter,,,
Wallace,SIT,208,Supporter,,,
Worker,SIT,209,Supporter,,,
Serperior VSTAR,SIT,210,G VSTAR,,,
Lugia VSTAR,SIT,211,C VSTAR,,,
Energy Switch,SIT,212,Item,,,
Gapejaw Bog,SIT,213,Stadium,,,
Leafy Camo Poncho,SIT,214,Tool,,,
V Guard Energy,SIT,215,Special Energy,,,
Braixen,SIT,TG1,R Stage 1,,,
Milotic,SIT,TG2,W Stage 1,,,
Flaaffy,SIT,TG3,L Stage 1,,,
Jynx,SIT,TG4,P Basic,,,
Gardevoir,SIT,TG5,P Stage 2,,,
Malamar,SIT,TG6,P Stage 1,,,
Rockruff,SIT,TG7,F Basic,,,
Passimian,SIT,TG8,F Basic,,,
Druddigon,SIT,TG9,N Basic,,,
Smeargle,SIT,TG10,C Basic,,,
Altaria,SIT,TG11,C Stage 1,,,
Kricketune V,SIT,TG12,G Basic,,,
Serperior V,SIT,TG13,G Basic,,,
Blaziken V,SIT,TG14,R Basic,,,
Blaziken VMAX,SIT,TG15,R VMAX,,,
Zeraora V,SIT,TG16,L Basic,,,
Mawile V,SIT,TG17,P Basic,,,
Corviknight V,SIT,TG18,M Basic,,,
Corviknight VMAX,SIT,TG19,M VMAX,,,
Rayquaza VMAX,SIT,TG20,N VMAX,,,
Duraludon VMAX,SIT,TG21,N VMAX,,,
Blissey V,SIT,TG22,C Basic,,,
Friends in Galar,SIT,TG23,Supporter,,,
Gordie,SIT,TG24,Supporter,,,
Judge,SIT,TG25,Supporter,,,
Professor Burnet,SIT,TG26,Supporter,,,
Raihan,SIT,TG27,Supporter,,,
Sordward & Shielbert,SIT,TG28,Supporter,,,
Rayquaza VMAX,SIT,TG29,N VMAX,,,
Duraludon VMAX,SIT,TG30,N VMAX,,,
Oddish,LOR,1,G Basic,,,
Gloom,LOR,2,G Stage 1,,,
Vileplume,LOR,3,G Stage 2,,,
Paras,LOR,4,G Basic,,,
Parasect,LOR,5,G Stage 1,,,
Wurmple,LOR,6,G Basic,,,
Silcoon,LOR,7,G Stage 1,,,
Beautifly,LOR,8,G Stage 2,,,
Cascoon,LOR,9,G Stage 1,,,
Dustox,LOR,10,G Stage 2,,,
Seedot,LOR,11,G Basic,,,
Nuzleaf,LOR,12,G Stage 1,,,
Shiftry,LOR,13,G Stage 2,,,
Roselia,LOR,14,G Basic,,,
Roserade,LOR,15,G Stage 1,,,
Phantump,LOR,16,G Basic,,,
Trevenant,LOR,17,G Stage 1,,,
Blipbug,LOR,18,G Basic,,,
Dottler,LOR,19,G Stage 1,,,
Orbeetle,LOR,20,G Stage 2,,,
Slugma,LOR,21,R Basic,,,
Magcargo,LOR,22,R Stage 1,,,
Torkoal,LOR,23,R Basic,,,
Litwick,LOR,24,R Basic,,,
Lampent,LOR,25,R Stage 1,,,
Chandelure,LOR,26,R Stage 2,,,
Delphox V,LOR,27,R Basic,,,
Litleo,LOR,28,R Basic,,,
Pyroar,LOR,29,R Stage 1,,,
Poliwag,LOR,30,W Basic,,,
Poliwhirl,LOR,31,W Stage 1,,,
Politoed,LOR,32,W Stage 2,,,
Seel,LOR,33,W Basic,,,
Dewgong,LOR,34,W Stage 1,,,
Horsea,LOR,35,W Basic,,,
Seadra,LOR,36,W Stage 1,,,
Kingdra,LOR,37,W Stage 2,,,
Luvdisc,LOR,38,W Basic,,,
Shellos,LOR,39,W Basic,,,
Finneon,LOR,40,W Basic,,,
Lumineon,LOR,41,W Stage 1,,,
Snover,LOR,42,W Basic,,,
Abomasnow,LOR,43,W Stage 1,,,
Hisuian Basculin,LOR,44,W Basic,,,
Hisuian Basculegion,LOR,45,W Stage 1,,,
Ducklett,LOR,46,W Basic,,,
Swanna,LOR,47,W Stage 1,,,
Kyurem V,LOR,48,W Basic,,,
Kyurem VMAX,LOR,49,W VMAX,,,
Cramorant,LOR,50,W Basic,,,
Glastrier,LOR,51,W Basic,,,
Pikachu,LOR,52,L Basic,,,
Raichu,LOR,53,L Stage 1,,,
Electrike,LOR,54,L Basic,,,
Manectric,LOR,55,L Stage 1,,,
Magnezone V,LOR,56,L Basic,,,
Magnezone VSTAR,LOR,57,L VSTAR,,,
Rotom V,LOR,58,L Basic,,,
Tynamo,LOR,59,L Basic,,,
Eelektrik,LOR,60,L Stage 1,,,
Eelektross,LOR,61,L Stage 2,,,
Clefairy,LOR,62,P Basic,,,
Clefable,LOR,63,P Stage 1,,,
Gastly,LOR,64,P Basic,,,
Haunter,LOR,65,P Stage 1,,,
Gengar,LOR,66,P Stage 2,,,
Mr. Mime,LOR,67,P Basic,,,
Jynx,LOR,68,P Basic,,,
Radiant Gardevoir,LOR,69,P Basic,,,
Sableye,LOR,70,P Basic,,,
Mawile,LOR,71,P Basic,,,
Shuppet,LOR,72,P Basic,,,
Banette,LOR,73,P Stage 1,,,
Cresselia,LOR,74,P Basic,,,
Hisuian Zorua,LOR,75,P Basic,,,
Hisuian Zoroark,LOR,76,P Stage 1,,,
Inkay,LOR,77,P Basic,,,
Malamar,LOR,78,P Stage 1,,,
Comfey,LOR,79,P Basic,,,
Mimikyu,LOR,80,P Basic,,,
Spectrier,LOR,81,P Basic,,,
Enamorus V,LOR,82,P Basic,,,
Hisuian Growlithe,LOR,83,F Basic,,,
Hisuian Arcanine,LOR,84,F Stage 1,,,
Poliwrath,LOR,85,F Stage 2,,,
Machop,LOR,86,F Basic,,,
Machoke,LOR,87,F Stage 1,,,
Machamp,LOR,88,F Stage 2,,,
Rhyhorn,LOR,89,F Basic,,,
Rhydon,LOR,90,F Stage 1,,,
Rhyperior,LOR,91,F Stage 2,,,
Aerodactyl V,LOR,92,F Basic,,,
Aerodactyl VSTAR,LOR,93,F VSTAR,,,
Sudowoodo,LOR,94,F Basic,,,
Gligar,LOR,95,F Basic,,,
Gliscor,LOR,96,F Stage 1,,,
Makuhita,LOR,97,F Basic,,,
Hariyama,LOR,98,F Stage 1,,,
Meditite,LOR,99,F Basic,,,
Medicham,LOR,100,F Stage 1,,,
Relicanth,LOR,101,F Basic,,,
Gastrodon,LOR,102,F Stage 1,,,
Mienfoo,LOR,103,F Basic,,,
Mienshao,LOR,104,F Stage 1,,,
Landorus,LOR,105,F Basic,,,
Binacle,LOR,106,F Basic,,,
Barbaracle,LOR,107,F Stage 1,,,
Carbink,LOR,108,F Basic,,,
Rockruff,LOR,109,F Basic,,,
Falinks,LOR,110,F Basic,,,
Stonjourner,LOR,111,F Basic,,,
Spinarak,LOR,112,D Basic,,,
Ariados,LOR,113,D Stage 1,,,
Murkrow,LOR,114,D Basic,,,
Honchkrow,LOR,115,D Stage 1,,,
Seviper,LOR,116,D Basic,,,
Spiritomb,LOR,117,D Basic,,,
Drapion V,LOR,118,D Basic,,,
Drapion VSTAR,LOR,119,D VSTAR,,,
Darkrai,LOR,120,D Basic,,,
Inkay,LOR,121,D Basic,,,
Hoopa,LOR,122,D Basic,,,
Radiant Hisuian Sneasler,LOR,123,D Basic,,,
Radiant Steelix,LOR,124,M Basic,,,
Bronzor,LOR,125,M Basic,,,
Bronzong,LOR,126,M Stage 1,,,
Galarian Stunfisk,LOR,127,M Basic,,,
Magearna,LOR,128,M Basic,,,
Galarian Perrserker V,LOR,129,M Basic,,,
Giratina V,LOR,130,N Basic,,,
Giratina VSTAR,LOR,131,N VSTAR,,,
Goomy,LOR,132,N Basic,,,
Hisuian Sliggoo,LOR,133,N Stage 1,,,
Hisuian Goodra,LOR,134,N Stage 2,,,
Hisuian Goodra V,LOR,135,N Basic,,,
Hisuian Goodra VSTAR,LOR,136,N VSTAR,,,
Pidgeot V,LOR,137,C Basic,,,
Lickitung,LOR,138,C Basic,,,
Lickilicky,LOR,139,C Stage 1,,,
Porygon,LOR,140,C Basic,,,
Porygon2,LOR,141,C Stage 1,,,
Porygon-Z,LOR,142,C Stage 2,,,
Snorlax,LOR,143,C Basic,,,
Aipom,LOR,144,C Basic,,,
Ambipom,LOR,145,C Stage 1,,,
Hisuian Zoroark V,LOR,146,C Basic,,,
Hisuian Zoroark VSTAR,LOR,147,C VSTAR,,,
Bouffalant,LOR,148,C Basic,,,
Komala,LOR,149,C Basic,,,
Skwovet,LOR,150,C Basic,,,
Greedent,LOR,151,C Stage 1,,,
Arc Phone,LOR,152,Item,,,
Arezu,LOR,153,Supporter,,,
Box of Disaster,LOR,154,Tool,,,
Colress's Experiment,LOR,155,Supporter,,,
Damage Pump,LOR,156,Item,,,
Fantina,LOR,157,Supporter,,,
Iscan,LOR,158,Supporter,,,
Lady,LOR,159,Supporter,,,
Lake Acuity,LOR,160,Stadium,,,
Lost City,LOR,161,Stadium,,,
Lost Vacuum,LOR,162,Item,,,
Mirage Gate,LOR,163,Item,,,
Miss Fortune Sisters,LOR,164,Supporter,,,
Panic Mask,LOR,165,Tool,,,
Riley,LOR,166,Supporter,,,
Thorton,LOR,167,Supporter,,,
Tool Box,LOR,168,Item,,,
Volo,LOR,169,Supporter,,,
Windup Arm,LOR,170,Tool,,,
Gift Energy,LOR,171,Special Energy,,,
Hisuian Electrode V,LOR,172,G Basic,,,
Delphox V,LOR,173,R Basic,,,
Kyurem V,LOR,174,W Basic,,,
Magnezone V,LOR,175,L Basic,,,
Rotom V,LOR,176,L Basic,,,
Rotom V,LOR,177,L Basic,,,
Enamorus V,LOR,178,P Basic,,,
Aerodactyl V,LOR,179,F Basic,,,
Aerodactyl V,LOR,180,F Basic,,,
Gallade V,LOR,181,F Basic,,,
Drapion V,LOR,182,D Basic,,,
Galarian Perrserker V,LOR,183,M Basic,,,
Galarian Perrserker V,LOR,184,M Basic,,,
Giratina V,LOR,185,N Basic,,,
Giratina V,LOR,186,N Basic,,,
Hisuian Goodra V,LOR,187,N Basic,,,
Pidgeot V,LOR,188,C Basic,,,
Arezu,LOR,189,Supporter,,,
Colress's Experiment,LOR,190,Supporter,,,
Fantina,LOR,191,Supporter,,,
Iscan,LOR,192,Supporter,,,
Lady,LOR,193,Supporter,,,
Miss Fortune Sisters,LOR,194,Supporter,,,
Thorton,LOR,195,Supporter,,,
Volo,LOR,196,Supporter,,,
Kyurem VMAX,LOR,197,W VMAX,,,
Magnezone VSTAR,LOR,198,L VSTAR,,,
Aerodactyl VSTAR,LOR,199,F VSTAR,,,
Drapion VSTAR,LOR,200,D VSTAR,,,
Giratina VSTAR,LOR,201,N VSTAR,,,
Hisuian Goodra VSTAR,LOR,202,N VSTAR,,,
Hisuian Zoroark VSTAR,LOR,203,C VSTAR,,,
Arezu,LOR,204,Supporter,,,
Colress's Experiment,LOR,205,Supporter,,,
Fantina,LOR,206,Supporter,,,
Iscan,LOR,207,Supporter,,,
Lady,LOR,208,Supporter,,,
Miss Fortune Sisters,LOR,209,Supporter,,,
Thorton,LOR,210,Supporter,,,
Volo,LOR,211,Supporter,,,
Giratina VSTAR,LOR,212,N VSTAR,,,
Hisuian Zoroark VSTAR,LOR,213,C VSTAR,,,
Box of Disaster,LOR,214,Tool,,,
Collapsed Stadium,LOR,215,Stadium,,,
Dark Patch,LOR,216,Item,,,
Lost Vacuum,LOR,217,Item,,,
Parasect,LOR,TG1,G Stage 1,,,
Roserade,LOR,TG2,G Stage 1,,,
Charizard,LOR,TG3,R Stage 2,,,
Chandelure,LOR,TG4,R Stage 2,,,
Pikachu,LOR,TG5,L Basic,,,
Gengar,LOR,TG6,P Stage 2,,,
Banette,LOR,TG7,P Stage 1,,,
Hisuian Arcanine,LOR,TG8,F Stage 1,,,
Spiritomb,LOR,TG9,D Basic,,,
Snorlax,LOR,TG10,C Basic,,,
Castform,LOR,TG11,C Basic,,,
Orbeetle V,LOR,TG12,G Basic,,,
Orbeetle VMAX,LOR,TG13,G VMAX,,,
Centiskorch V,LOR,TG14,R Basic,,,
Centiskorch VMAX,LOR,TG15,R VMAX,,,
Pikachu V,LOR,TG16,L Basic,,,
Pikachu VMAX,LOR,TG17,L VMAX,,,
Enamorus V,LOR,TG18,P Basic,,,
Gallade V,LOR,TG19,F Basic,,,
Crobat V,LOR,TG20,D Basic,,,
Eternatus V,LOR,TG21,D Basic,,,
Eternatus VMAX,LOR,TG22,D VMAX,,,
Adventurer's Discovery,LOR,TG23,Supporter,,,
Boss's Orders,LOR,TG24,Supporter,,,
Cook,LOR,TG25,Supporter,,,
Kabu,LOR,TG26,Supporter,,,
Nessa,LOR,TG27,Supporter,,,
Opal,LOR,TG28,Supporter,,,
Pikachu VMAX,LOR,TG29,L VMAX,,,
Mew VMAX,LOR,TG30,P VMAX,,,
Bulbasaur,PGO,1,G Basic,,,
Ivysaur,PGO,2,G Stage 1,,,
Venusaur,PGO,3,G Stage 2,,,
Radiant Venusaur,PGO,4,G Basic,,,
Alolan Exeggutor V,PGO,5,G Basic,,,
Spinarak,PGO,6,G Basic,,,
Ariados,PGO,7,G Stage 1,,,
Charmander,PGO,8,R Basic,,,
Charmeleon,PGO,9,R Stage 1,,,
Charizard,PGO,10,R Stage 2,,,
Radiant Charizard,PGO,11,R Basic,,,
Moltres,PGO,12,R Basic,,,
Numel,PGO,13,R Basic,,,
Camerupt,PGO,14,R Stage 1,,,
Squirtle,PGO,15,W Basic,,,
Wartortle,PGO,16,W Stage 1,,,
Blastoise,PGO,17,W Stage 2,,,
Radiant Blastoise,PGO,18,W Basic,,,
Slowpoke,PGO,19,W Basic,,,
Slowbro,PGO,20,W Stage 1,,,
Magikarp,PGO,21,W Basic,,,
Gyarados,PGO,22,W Stage 1,,,
Lapras,PGO,23,W Basic,,,
Articuno,PGO,24,W Basic,,,
Wimpod,PGO,25,W Basic,,,
Golisopod,PGO,26,W Stage 1,,,
Pikachu,PGO,27,L Basic,,,
Pikachu,PGO,28,L Basic,,,
Zapdos,PGO,29,L Basic,,,
Mewtwo V,PGO,30,P Basic,,,
Mewtwo VSTAR,PGO,31,P VSTAR,,,
Natu,PGO,32,P Basic,,,
Xatu,PGO,33,P Stage 1,,,
Lunatone,PGO,34,P Basic,,,
Sylveon,PGO,35,P Stage 1,,,
Onix,PGO,36,F Basic,,,
Larvitar,PGO,37,F Basic,,,
Pupitar,PGO,38,F Stage 1,,,
Solrock,PGO,39,F Basic,,,
Conkeldurr V,PGO,40,F Basic,,,
Alolan Rattata,PGO,41,D Basic,,,
Alolan Raticate,PGO,42,D Stage 1,,,
Tyranitar,PGO,43,D Stage 2,,,
Steelix,PGO,44,M Stage 1,,,
Meltan,PGO,45,M Basic,,,
Melmetal,PGO,46,M Stage 1,,,
Melmetal V,PGO,47,M Basic,,,
Melmetal VMAX,PGO,48,M VMAX,,,
Dragonite V,PGO,49,N Basic,,,
Dragonite VSTAR,PGO,50,N VSTAR,,,
Chansey,PGO,51,C Basic,,,
Blissey,PGO,52,C Stage 1,,,
Ditto,PGO,53,C Basic,,,
Eevee,PGO,54,C Basic,,,
Snorlax,PGO,55,C Basic,,,
Aipom,PGO,56,C Basic,,,
Ambipom,PGO,57,C Stage 1,,,
Slaking V,PGO,58,C Basic,,,
Bidoof,PGO,59,C Basic,,,
Bibarel,PGO,60,C Stage 1,,,
Pidove,PGO,61,C Basic,,,
Tranquill,PGO,62,C Stage 1,,,
Unfezant,PGO,63,C Stage 2,,,
Blanche,PGO,64,Supporter,,,
Candela,PGO,65,Supporter,,,
Egg Incubator,PGO,66,Item,,,
Lure Module,PGO,67,Item,,,
PokéStop,PGO,68,Stadium,,,
Rare Candy,PGO,69,Item,,,
Spark,PGO,70,Supporter,,,
Alolan Exeggutor V,PGO,71,G Basic,,,
Mewtwo V,PGO,72,P Basic,,,
Conkeldurr V,PGO,73,F Basic,,,
Conkeldurr V,PGO,74,F Basic,,,
Melmetal V,PGO,75,M Basic,,,
Dragonite V,PGO,76,N Basic,,,
Slaking V,PGO,77,C Basic,,,
Professor's Research,PGO,78,Supporter,,,
Mewtwo VSTAR,PGO,79,P VSTAR,,,
Melmetal VMAX,PGO,80,M VMAX,,,
Dragonite VSTAR,PGO,81,N VSTAR,,,
Blanche,PGO,82,Supporter,,,
Candela,PGO,83,Supporter,,,
Professor's Research,PGO,84,Supporter,,,
Spark,PGO,85,Supporter,,,
Mewtwo VSTAR,PGO,86,P VSTAR,,,
Egg Incubator,PGO,87,Item,,,
Lure Module,PGO,88,Item,,,
Beedrill V,ASR,1,G Basic,,,
Hisuian Voltorb,ASR,2,G Basic,,,
Hisuian Electrode,ASR,3,G Stage 1,,,
Scyther,ASR,4,G Basic,,,
Scyther,ASR,5,G Basic,,,
Yanma,ASR,6,G Basic,,,
Yanmega,ASR,7,G Stage 1,,,
Heracross,ASR,8,G Basic,,,
Kricketot,ASR,9,G Basic,,,
Kricketune,ASR,10,G Stage 1,,,
Combee,ASR,11,G Basic,,,
Vespiquen,ASR,12,G Stage 1,,,
Leafeon,ASR,13,G Stage 1,,,
Shaymin,ASR,14,G Basic,,,
Petilil,ASR,15,G Basic,,,
Hisuian Lilligant,ASR,16,G Stage 1,,,
Hisuian Lilligant V,ASR,17,G Basic,,,
Hisuian Lilligant VSTAR,ASR,18,G VSTAR,,,
Rowlet,ASR,19,G Basic,,,
Dartrix,ASR,20,G Stage 1,,,
Ponyta,ASR,21,R Basic,,,
Rapidash,ASR,22,R Stage 1,,,
Cyndaquil,ASR,23,R Basic,,,
